"sos";6;0.00233190827827
"policzyć";6;0.00233190827827
"napój bezalkoholowy";6;0.00233190827827
"jednostka administracyjna";6;0.00233190827827
"dumać";6;0.00233190827827
"wypowiedź";6;0.00233190827827
"napój gazowany";6;0.00233190827827
"przetwór mleczny";8;0.0031092110377
"tekst";8;0.0031092110377
"produkt spożywczy";8;0.0031092110377
"kalwin";8;0.0031092110377
"kurtka";8;0.0031092110377
"członek";8;0.0031092110377
"trunek";8;0.0031092110377
"budynek";9;0.00349786241741
"przyprawa";10;0.00388651379712
"kibic";10;0.00388651379712
"lewus";10;0.00388651379712
"pucha";12;0.00466381655655
"narząd";12;0.00466381655655
"nauczyciel akademicki";14;0.00544111931597
"gazela";14;0.00544111931597
"człowiek płci męskiej";14;0.00544111931597
"poruszać się";15;0.00582977069569
"pieczywo";16;0.0062184220754
"encyklopedia";16;0.0062184220754
"kryptyda";16;0.0062184220754
"mężczyzna";16;0.0062184220754
"utwór wokalny";20;0.00777302759425
"siedziba";24;0.0093276331131
"to";28;0.0108822386319
"hierarcha";34;0.0132141469102
"koronowana głowa";34;0.0132141469102
"ssak drapieżny";35;0.0136027982899
"ustalać";36;0.0139914496696
"głowa Kościoła";36;0.0139914496696
"człowiek należący do określonej subkultury";36;0.0139914496696
"dicynodont";40;0.0155460551885
"przeżuwacz";42;0.0163233579479
"bydlę";60;0.0233190827827
"dziewczynka";64;0.0248736883016
"człowiek ze względu na relacje społeczne";90;0.0349786241741
"CZASOWNIK STANOWY NDK";125;0.048581422464
"ogrzewanie";442;0.171783909833
"gość";810;0.314807617567
